,folder,image,object,minor_axis,major_axis,mean_gray
61,K0_incid,5,15,61.75890912144564,63.320477124036934,57.616161616199996
62,K0_incid,5,16,62.617574322259976,63.436777870888854,59.42861726020001
63,K0_incid,6,1,62.773100804631746,64.06266590897985,56.8229892337
64,K0_incid,6,2,60.6679007360953,63.14543576266181,55.572473404300005
65,K0_incid,6,4,62.48633726020365,64.16123676500173,56.410101651800005
66,K0_incid,6,5,62.787609518167685,63.1961036589881,56.75224646979999
67,K0_incid,6,6,62.60623628012728,63.441669675590525,57.5969862135
68,K0_incid,6,7,62.03681849188649,63.45236724309238,55.31252022
69,K0_incid,6,8,61.71395595137519,62.29529661361244,56.864524677
70,K0_incid,6,9,62.38028838069896,63.814662833420684,56.2933461292
71,K0_incid,6,10,61.94432020607211,62.76912151875744,59.1591876842
72,K0_incid,6,13,62.55376023541986,63.25258857254104,57.0428065658
73,K0_incid,6,14,62.5251794447066,63.964771426817684,58.0942675159
74,K0_incid,6,15,62.62266374922375,63.396023291336924,60.3176130895
75,K0_incid,7,2,58.836970063371496,61.5667342744087,54.95604782
76,K0_incid,7,3,62.942051350318394,63.8331791498734,57.361331220299995
77,K0_incid,7,4,60.64746775443621,62.099656716947344,58.3452823808
78,K0_incid,7,5,62.92620156707111,64.47724372834097,58.629315756400004
79,K0_incid,7,6,61.58964919641098,62.53823241862917,59.7012901092
80,K0_incid,7,7,62.521739279380256,62.949437708101634,60.3226537217
81,K0_incid,7,8,63.19052625456894,63.84663237148404,60.966529838999996
82,K0_incid,7,9,63.150127934001844,64.97301427329579,59.016759776499995
83,K0_incid,7,10,62.98914592070682,63.84715969984272,60.1006966434
84,K0_incid,7,11,62.422580598807706,63.98133582885835,62.6274322169
85,K0_incid,7,12,62.55638548133098,63.32337158355073,61.0569131833
86,K0_incid,7,13,63.101805786600075,65.3297650978289,58.8665430955
87,K0_incid,7,14,62.65498401788145,65.40402647418821,59.8530142946
88,K0_incid,8,1,63.472221832174995,64.8276084940786,56.3806870938
89,K0_incid,8,2,63.696057437742176,63.995274216755206,56.269915651400005
90,K0_incid,8,3,62.419744584655476,64.29389228049132,56.3237067598
91,K0_incid,8,4,62.437515002154726,63.260120649117574,56.1218961625
92,K0_incid,8,7,63.193182684599215,64.31515404095256,57.092134127200005
93,K0_incid,8,8,63.842828965445435,64.77758180203433,58.282896764300006
94,K0_incid,8,9,62.39059560940314,63.516754966065406,55.966902313599995
95,K0_incid,8,10,62.47637737657932,63.96103331462093,55.878585086
96,K0_incid,8,11,64.21948445210352,64.64766959286275,57.6518404908
97,K0_incid,8,12,64.04291440594929,65.12003295524678,59.4945021381
98,K0_incid,8,13,62.36227287890851,64.54530413708125,56.527364758000004
99,K0_incid,8,15,63.42632182593463,64.98701494448572,58.6163113994
100,K0_incid,8,17,64.44666950276793,64.54234917198592,56.7651561543
101,K0_incid,8,18,63.24437444757946,64.70162696950099,58.8169934641
102,K0_incid,9,3,62.815241285938384,64.64269518725872,56.4124843162
103,K0_incid,9,7,62.60911028955512,64.55662255515307,57.881147541000004
104,K0_incid,9,8,63.12690126906053,64.30392488780612,56.1352368999
105,K0_incid,9,9,62.535858664562824,64.35504987346931,56.7949367089
106,K0_incid,9,10,63.45728452440606,64.27717996655737,55.7479700187
107,K0_incid,9,11,63.032105568744036,63.458698020800426,55.927388535
108,K0_incid,9,12,63.45825377891879,64.19666594686848,56.9055659787
109,K0_incid,9,13,62.17515833440964,63.09120555167025,58.879467186499994
110,K0_incid,9,14,62.98468660500168,64.64262490409861,56.0084480601
111,K0_incid,9,15,62.51210407540183,63.7118337854094,54.1739686601
112,K0_incid,9,16,63.97280444860331,65.24019881728809,55.317363442200005
113,K0_incid,9,17,63.22915044185672,65.0789177599047,57.2246982358
114,K0_incid,9,18,63.265638061977285,64.8477957355246,56.9158646383
115,K0_incid,9,19,64.35454941312479,65.64348800883798,57.8344889961
116,K0_incid,9,20,64.27358398549039,66.4476703758406,58.358293556099994
117,K0_incid,10,2,61.82311948695581,62.57044615148875,57.5637141916
118,K0_incid,10,4,62.723196957035036,63.00815795696474,56.1940058008
119,K0_incid,10,5,61.9125736407404,62.3711743820386,56.7720976253
120,K0_incid,10,6,62.596331329796726,63.29459132164567,56.9993571199
121,K0_incid,10,7,61.95329448324222,62.47753140962672,57.0516617308
122,K0_incid,10,8,61.909808663330935,62.57446960986754,56.986522025
123,K0_incid,10,9,61.16483648305321,64.03564671264094,56.0634765625
124,K0_incid,10,12,62.182421500274344,63.13994168105942,55.4459591042
125,K0_incid,10,13,62.959697664243535,63.61142319155907,55.3062977099
126,K0_incid,10,14,62.18206781911536,62.754049453479574,56.940274151400004
127,K0_incid,10,15,61.495499350207254,63.37217093070937,54.6482329843
128,K0_incid,10,16,62.31735467994013,63.27140912116002,56.4664082687
129,K0_incid,10,17,62.17855029553899,62.94399677999936,55.38203709729999
130,K0_incid,11,1,60.79822647453547,62.65680401915467,56.8284854564
131,K0_incid,11,2,62.37431841743904,63.18282408614104,56.3515347334
132,K0_incid,11,3,62.10196943339543,62.4405963633941,56.7642036125
133,K0_incid,11,4,61.95597115497803,62.59223561074212,56.1845648604
134,K0_incid,11,5,62.34415649235014,62.611183181119564,56.8342577488
135,K0_incid,11,6,62.132196416290576,62.548436721463524,55.593381389300006
136,K0_incid,11,7,62.23909939655861,62.8305905131744,55.4949527841
137,K0_incid,11,8,62.15084276257576,63.73064717257734,54.2389067524
138,K0_incid,11,9,62.882110744725615,64.19861874418524,54.576025236599996
139,K0_incid,11,10,61.37576999054221,62.231458888984434,55.4149432955
140,K0_incid,11,11,61.44433790257702,62.19970184157939,54.905968656199995
141,K0_incid,11,12,62.39159027579046,63.55200879991115,56.0292416452
142,K0_incid,11,13,63.83121323018107,64.10042932502199,57.028322440100006
143,K0_incid,11,14,62.28498120026214,64.43980833847013,56.109171691499995
144,K0_incid,11,15,63.772895587409316,64.21823561315183,56.181592039799995
145,K0_incid,12,1,61.477256832197035,62.339557772893755,58.086046511599996
146,K0_incid,12,2,61.5984055722471,62.06810774601613,58.9283810793
147,K0_incid,12,3,61.14626273518075,62.200605485862646,58.4983255191
148,K0_incid,12,6,61.315238779428924,61.80082335452503,58.599462365600004
149,K0_incid,12,8,62.11969625019751,62.5375225802397,58.0449033104
150,K0_incid,12,10,61.52712030734005,62.629894426229065,56.416391275600006
151,K0_incid,12,11,61.84725728781312,62.68956723842248,56.347454844
152,K0_incid,12,12,61.98756522690696,62.875985078231544,58.0682783404
153,K0_incid,12,13,62.29030355683044,62.47093559915879,55.4394633508
154,K0_incid,12,14,62.32876978655653,62.717993073073,56.085993485299994
155,K0_incid,12,15,61.25475716385382,62.010250452228796,57.6178343949
156,K0_incid,12,16,61.57303289708883,62.72297154842007,55.692713485
157,K0_incid,12,17,62.02609005182543,63.66375168245175,56.382779748500006
158,K0_incid,12,18,62.1250152913159,62.86696570481473,55.7610042387
159,K0_incid,12,19,60.87742128756093,62.55956636504486,57.321512211400005
160,K0_incid,12,20,62.102618843605576,62.860748214840925,57.5795825179
161,K0_incid,13,1,62.50625761718423,63.17466055488389,57.7997420187
162,K0_incid,13,2,62.16037261759672,62.700922250202005,57.303495589700006
163,K0_incid,13,3,61.610839663936005,62.812150770134075,58.020730503500005
164,K0_incid,13,4,62.838757393874104,63.334473869628404,59.28096
165,K0_incid,13,6,62.093589108626034,62.694453024967615,57.3513248283
166,K0_incid,13,8,61.64243419624286,62.526585745549745,58.47109349189999
167,K0_incid,13,11,61.0470579198753,62.73428579683121,57.081
168,K0_incid,13,12,61.30866001809503,63.99770657588844,58.829697167
169,K0_incid,13,13,61.926358174008044,62.655912318337755,60.676731211
170,K0_incid,13,14,62.40288451890113,63.08922913290536,60.41461837
171,K0_incid,13,15,62.76958007315183,63.2339114566697,61.891883221
172,K0_incid,14,2,61.62904230155082,62.967220910623396,55.28224483100001
173,K0_incid,14,5,61.98552884216704,62.64918655723688,55.1036405379
174,K0_incid,14,6,61.423053707710594,62.77609740490042,56.8758256275
175,K0_incid,14,7,61.153337263920434,62.46838104492621,56.0326666667
176,K0_incid,14,8,61.51526725084816,62.344856140267794,55.869853917700006
177,K0_incid,14,9,63.15743697861646,63.63266466263318,55.0950570342
178,K0_incid,14,10,61.56259781043048,62.134480469052065,55.2689747004
179,K0_incid,14,11,63.10332448607921,63.42230065666256,54.582246261499996
180,K0_incid,14,12,62.20211321231896,63.75321034818867,56.3985228003
181,K0_incid,14,13,62.11300323521361,62.50628974693952,54.744506395500004
182,K0_incid,14,14,62.61674616776995,63.060433110636396,54.8713318284
183,K0_incid,15,1,62.50868128973344,63.22257122554135,57.61392201100001
184,K0_incid,15,2,61.689860153211406,63.14080625184857,57.4560313828
185,K0_incid,15,4,61.52401106476096,62.37625364032771,56.4586790574
186,K0_incid,15,7,62.106378250758674,64.08277798715754,54.52
187,K0_incid,15,8,61.729792077308026,62.381937630601826,56.6689814815
188,K0_incid,15,9,62.72569073254776,62.95900641821675,54.7165430506
189,K0_incid,15,10,61.2075843455544,63.65690359022087,55.052631578900005
190,K0_incid,15,11,61.28779478095189,63.15114338196097,55.2379855168
191,K0_incid,15,12,61.229654215548564,63.10562097554568,53.8589321028
192,K0_incid,15,13,61.94249340925721,62.436106654020634,56.390187685200004
193,K0_incid,15,14,62.07833705770246,63.77759936373647,53.5455130267
194,K0_incid,15,15,62.7593033501373,63.30472964950478,54.760576923100004
195,K0_incid,15,16,62.4053037464576,63.09308195428357,55.364165588599995
196,K0_incid,15,17,61.753590109173814,63.29739592531757,55.2447051157
197,K0_incid,16,1,61.15214737121377,62.821455798380185,57.0500497183
198,K0_incid,16,2,61.70173288886584,62.466451473261,56.689131153000005
199,K0_incid,16,3,61.51083226032321,62.845748687998544,57.108437706000004
200,K0_incid,16,4,60.99032505622281,62.72344868869761,56.8758322237
201,K0_incid,16,5,61.16334162446521,62.21826901052052,56.936746988
202,K0_incid,16,7,61.41394019185827,62.03570770702012,55.9852941176
203,K0_incid,16,8,62.38162884811063,63.03275867928193,56.9867227979
204,K0_incid,16,10,62.20105002813393,62.58044076359951,57.8240104678
205,K0_incid,16,12,61.966715705117686,63.45936459009904,57.838082901599996
206,K0_incid,16,13,60.30085405982213,62.39583958613122,55.2940778342
207,K0_incid,16,14,62.03527030157657,63.83505328914876,57.804501607700004
208,K0_incid,16,15,60.999802123748175,62.80737329917458,56.4027916251
209,K0_incid,17,1,61.20744376626299,63.04050889981003,58.0138705416
210,K0_incid,17,2,61.814421558937,63.12123333374233,56.64532984979999
211,K0_incid,17,3,61.64889746222064,62.6683954551206,56.432717678100005
212,K0_incid,17,4,61.95800151768872,63.268666799178774,55.586610334700005
213,K0_incid,17,5,61.32815037539997,63.16898743536984,55.9851973684
214,K0_incid,17,8,61.97466986454586,63.69600213327274,54.8369916075
215,K0_incid,17,10,61.99011660147615,62.113572538165656,55.304534922200006
216,K0_incid,17,13,61.09718031648862,62.741412152810895,55.4916888298
217,K0_incid,17,14,62.0738176686287,63.13528316198273,54.8602080624
218,K0_incid,17,15,61.087597049532775,63.15859072481782,54.7198546416
219,K0_incid,17,17,61.48693483117546,62.82577573702113,55.143187067
220,K0_incid,17,18,61.25416622464709,62.03297317915524,57.04630872479999
221,K0_incid,17,19,62.33848133030158,63.20758299717669,55.0054980595
222,K0_incid,17,20,61.47235812395958,63.128727924574385,57.7486859396
223,K0_incid,17,21,63.46019670802992,64.05522218003702,57.4871473354
224,K0_incid,18,1,61.124100129827745,62.26925899820883,55.0354633657
225,K0_incid,18,2,61.34408295313933,62.963379231128286,55.1839762611
226,K0_incid,18,3,61.192752461083224,62.71343589255304,55.2262773723
227,K0_incid,18,4,61.18367707542001,62.70421283578342,55.213076667799996
228,K0_incid,18,5,62.51905790403541,63.504518741675966,56.5561257216
229,K0_incid,18,6,63.35922447376045,63.54723082240637,55.6081593928
230,K0_incid,18,7,61.63822103259829,62.57774489462168,55.942225156800006
231,K0_incid,18,9,61.547200702892724,62.37493925426073,56.1774461028
232,K0_incid,18,10,62.137466814704155,63.09906847405435,55.120168886
233,K0_incid,18,12,62.071250431317615,63.30588118796786,56.1604018146
234,K0_incid,18,13,62.48281856103015,63.13709899345196,56.6504196256
235,K0_incid,18,14,62.793580101341846,63.88435661610338,56.3161904762
236,K0_incid,18,15,62.244655353661315,63.64501500873929,57.656380585
237,K0_incid,19,1,62.04772342025487,62.90245434462404,57.6553524804
238,K0_incid,19,2,61.55145813917439,62.574951526501344,55.919920582399996
239,K0_incid,19,3,60.81768944693089,62.35171591686408,56.195162915699996
240,K0_incid,19,5,60.55795475883029,63.341626176189095,54.327770360500004
241,K0_incid,19,7,61.539514036182794,61.915751157752744,56.3714476764
242,K0_incid,19,8,61.59208340141862,62.722516468592424,55.1513852243
243,K0_incid,19,9,61.27820350959221,62.100200901428636,56.8637428858
244,K0_incid,19,10,61.3082042379229,62.93566975455155,54.46334214
245,K0_incid,19,11,61.943234809325475,62.96163605566125,56.0862463247
246,K0_incid,19,12,61.413424661365795,62.07370977073916,57.9856283422
247,K0_incid,19,13,62.41755707391034,62.83560674624177,55.8953866147
248,K0_incid,19,14,61.05677641582125,62.06318871777119,57.6923335575
249,K0_incid,19,15,61.485312423948976,61.74047189337399,56.18932527689999
250,K0_incid,19,18,61.48095727150911,63.1607148602216,56.310797505699995
251,K0_incid,19,19,61.32153863871292,62.53128288674137,56.7003322259
252,K0_incid,19,20,60.492826106843204,62.896763511799115,57.0659524607
253,K0_incid,19,21,61.45177851685116,62.79046431338347,57.076592935
254,K0_incid,20,1,62.16174866704156,63.84053287828086,56.9637355584
255,K0_incid,20,2,62.089981896007345,62.78438994611263,57.372100620699996
256,K0_incid,20,3,62.18578252786693,62.59106420676196,57.7741300066
257,K0_incid,20,4,68.52433575007854,70.38266518730535,53.7185106945
258,K0_incid,20,5,61.758461638960426,62.76041757180953,57.1725271114
259,K0_incid,20,7,62.15230682954942,62.71893123853903,60.4550800392
260,K0_incid,20,9,60.66814759662772,63.44542334032814,59.9817336433
261,K0_incid,20,10,62.55972844533269,62.82697418801786,58.274789371400004
262,K0_incid,20,11,62.125223271601506,62.55381243495578,59.2150114716
263,K0_incid,20,12,63.06640227733086,64.28949913936968,58.737668865799996
264,K0_incid,20,13,62.299379766899115,63.517100841126286,59.891535243
265,K0_incid,20,14,62.497430174002716,62.69354847508688,60.6898569571
266,K0_incid,20,15,62.316009811386394,62.992712694224785,62.0950681376
267,K20_incid,1,1,68.05598231916666,69.82687127666385,54.2347896006
268,K20_incid,1,2,67.20301524304335,69.12863356384344,59.3427474637
269,K20_incid,1,3,69.89270393683456,70.86497947166923,58.0892260221
270,K20_incid,1,4,71.04434979208823,72.34022233408426,52.4287484511
271,K20_incid,1,5,67.76147665974415,69.35095525627187,55.8880758808
272,K20_incid,1,6,69.97420733880399,71.34544590316179,52.5956632653
273,K20_incid,1,7,67.5965088328018,68.6430866669819,57.641405821000006
274,K20_incid,1,8,69.11303156835018,70.0246283454004,58.2907894737
275,K20_incid,1,9,68.91002492630109,69.76064999242844,53.3901986755
276,K20_incid,1,10,68.84495967311193,70.52023394607505,61.3223097113
277,K20_incid,1,11,70.30200803412912,70.95340421379001,51.7347459791
278,K20_incid,1,12,69.22256070035911,69.57607153068149,54.03967204439999
279,K20_incid,2,1,67.72347566237735,69.21213670396372,54.7085031242
280,K20_incid,2,2,67.26184353920763,68.98913137631624,55.150658616899996
281,K20_incid,2,3,67.65783579864895,69.5017818024575,52.7042253521
282,K20_incid,2,4,67.08505057944767,69.37416703676766,55.554035567700005
283,K20_incid,2,5,68.73736489837748,69.17177375113798,53.0265131227
284,K20_incid,2,6,68.10124984434249,69.21337073906466,52.71386111859999
285,K20_incid,2,7,67.49179606656978,69.00105615801624,52.9496855346
286,K20_incid,2,8,68.09350100497097,68.42782204499589,53.8841213446
287,K20_incid,2,9,67.66650590571335,69.99844806843879,53.0417002959
288,K20_incid,2,10,67.93265040270386,68.93207584336645,53.007614903500006
289,K20_incid,2,12,68.6616495059979,71.71895756654402,50.4679089027
290,K20_incid,2,13,67.94109622231993,70.04365646018526,53.325929890299996
291,K20_incid,2,14,66.95965036688716,68.57856010209535,51.9828064337
292,K20_incid,2,16,69.98138148961374,71.4892749163261,51.440306122399996
293,K20_incid,2,19,67.62295726796846,69.37126467452103,53.527958740500004
294,K20_incid,3,2,66.54452301610412,69.22700306981734,53.6788482835
295,K20_incid,3,4,67.18431332079933,69.02468790911479,54.1724422442
296,K20_incid,3,5,67.99375210071193,68.49228781881278,56.711159737399996
297,K20_incid,3,7,67.76641376956428,69.9415138287303,52.7352862134
298,K20_incid,3,9,68.16378271087905,69.41019015547813,55.6063543349
299,K20_incid,3,11,70.99451372665908,71.88394331266979,52.6805590217
301,K20_incid,3,16,66.10167432075652,68.0309955801185,52.971671388100006
302,K20_incid,3,18,68.51806473903233,69.08616635014243,54.1764864138
303,K20_incid,3,19,69.55270517209506,69.6721498369385,52.4609724047
304,K20_incid,3,20,70.06053642492853,71.62818760414123,53.014213198
305,K20_incid,4,1,69.48644943504613,69.93225068709133,55.798689384
306,K20_incid,4,2,65.92041034825054,68.6506856147676,52.4673607203
307,K20_incid,4,3,69.01687699284601,70.78264288589371,56.3645943098
308,K20_incid,4,6,68.83663392440674,70.78376867913322,51.1531625719
309,K20_incid,4,8,67.35529714678447,69.23689112992903,52.2177000819
310,K20_incid,4,9,67.29146760380947,68.99637556191409,53.9064471879
311,K20_incid,4,10,65.69236835815752,68.83515348796652,51.9952126162
312,K20_incid,4,11,66.47647610399731,69.22055096721797,52.47356767229999
313,K20_incid,4,12,65.59409248731444,68.01181491504467,52.0530973451
314,K20_incid,4,13,68.47915502409451,70.26601147670593,50.9907137172
315,K20_incid,4,14,70.62107205876545,71.63441154334323,52.1998992951
316,K20_incid,4,15,68.07071832339662,69.18347792719942,52.5449118046
317,K20_incid,4,18,71.25731191852023,72.80535327966317,52.981099656400005
318,K20_incid,4,19,69.47146724020867,70.36403013560093,52.8504818963
319,K20_incid,5,3,67.99611658261023,71.05904033080759,57.977069056400005
320,K20_incid,5,4,67.38699299763572,70.63085715945583,55.988493443900005
321,K20_incid,5,6,67.26445935844887,68.78447180711079,55.537296999700004
322,K20_incid,5,7,66.91851163031771,68.39754489758745,55.1911519199
323,K20_incid,5,8,67.40446387870388,68.99992499306528,52.9329134721
324,K20_incid,5,9,67.73431276619745,68.7170765098459,53.5939808482
325,K20_incid,5,10,67.24148370667551,69.22169185242035,55.150752393999994
326,K20_incid,5,11,66.18907188112661,68.51939377137812,52.9862398203
327,K20_incid,5,12,69.05748205748425,70.29237127999879,54.0529905561
328,K20_incid,5,13,67.64554981365303,69.82850866103678,54.08627662439999
329,K20_incid,5,15,69.07451248902434,70.46356838995747,53.1857666143
330,K20_incid,6,3,69.02535225223211,69.74184352270062,55.394444444399994
331,K20_incid,6,6,69.56189455139257,70.32999856564335,54.450026028100005
332,K20_incid,6,7,71.39909399759537,74.73537868188423,54.207398568
333,K20_incid,6,8,68.59410818129132,69.41177179575978,54.679593474200004
334,K20_incid,6,9,67.49646477666587,68.9439593401311,55.199069003299996
335,K20_incid,6,10,67.99006561606646,70.9358851184787,54.512440444700005
336,K20_incid,6,11,68.69825621277819,69.98910243423487,53.8163646055
337,K20_incid,6,12,67.6933226245609,69.15178995108249,54.1926006529
338,K20_incid,6,13,69.3023353723323,70.4424569219494,53.1859676578
339,K20_incid,6,14,67.99283245408718,69.46145346178966,53.4826098679
340,K20_incid,6,15,70.97760664048195,71.48416754436438,52.347640562200006
341,K20_incid,6,16,67.74785796813785,69.27619817989805,54.3985349973
342,K20_incid,6,17,67.60120127826634,69.71622701732767,55.291813023500005
343,K20_incid,6,18,68.21454060382935,69.76585738788206,55.561412898
344,K20_incid,7,3,67.58333350166009,68.75061181677006,59.4788809654
345,K20_incid,7,7,66.08793108951846,69.1753187769298,56.879632209499995
346,K20_incid,7,9,68.63582190762827,69.2588138712774,57.7186495177
347,K20_incid,7,14,69.94111106466632,70.63736465628381,55.7643115008
348,K20_incid,7,19,68.23457426233031,69.48014930178637,53.4175174637
349,K20_incid,7,20,69.9269934512304,70.11725993618404,54.93650793649999
350,K20_incid,7,21,70.06312836551278,70.57642585640308,53.7058217414
351,K20_incid,7,22,67.26571888135507,68.10010743866067,55.8442714127
352,K20_incid,7,25,69.20230316511115,70.42217351787266,55.8776790382
353,K20_incid,7,28,68.65855934721979,70.93091289843977,54.9047868166
354,K20_incid,7,36,70.36970433375028,71.6711352163083,55.4372316241
355,K20_incid,8,1,67.40126681874465,70.52693977954334,55.8798605524
356,K20_incid,8,2,67.34460498359779,69.26708205736,55.1311833834
357,K20_incid,8,5,69.41644203294453,69.76071433534743,56.207740916300004
358,K20_incid,8,6,68.81915574662894,69.56196188855256,54.1182423435
359,K20_incid,8,11,69.86378948939213,73.01594782233715,53.722638680699994
360,K20_incid,8,12,70.89498566161157,71.71231123730058,55.080471296099994
361,K20_incid,8,13,69.108727108684,70.58626715401209,54.3608570682
362,K20_incid,8,14,70.05478367202603,70.49029490952077,56.2553576039
363,K20_incid,8,15,68.37470463471139,69.92801061369045,54.995467875200006
364,K20_incid,8,16,68.96322898453879,69.79254169613641,55.02939618640001
365,K20_incid,9,1,68.4556165179984,69.0990852711614,54.822515486099995
366,K20_incid,9,2,68.53184268620187,70.13284241165374,53.834349324099996
367,K20_incid,9,3,67.56846073057932,68.63120150464007,54.5425824176
368,K20_incid,9,4,70.00331660461019,71.28098308152221,54.3997957621
369,K20_incid,9,6,67.13403818745802,68.09200164912058,53.162764771499994
370,K20_incid,9,7,68.97257342332935,70.02491982065601,56.514511873400004
371,K20_incid,9,10,68.60734762834785,68.77751043291813,54.2595193087
373,K20_incid,9,18,69.38206989741226,72.07845376404448,54.1495160469
374,K20_incid,9,24,69.74088376275928,71.35035247492537,59.145417306700004
375,K20_incid,9,26,67.64513136685021,69.34993295764251,57.410374796300005
376,K20_incid,10,2,70.30563801722393,71.78168398391726,55.690578428900004
377,K20_incid,10,4,73.06398917849245,73.2046156436555,53.2166348904
378,K20_incid,10,8,69.29265828358864,70.24595222731247,54.9853364755
379,K20_incid,10,10,68.30255654673982,69.02208641022388,54.032449973
380,K20_incid,10,11,68.18597018159076,70.25344648605908,55.7149321267
381,K20_incid,10,12,68.45616896347377,69.44912632872223,54.4461126005
382,K20_incid,10,13,68.20807817225715,69.45777294353339,56.1859026096
383,K20_incid,10,14,67.88590947650664,69.26597416351451,54.6275413391
384,K20_incid,10,15,67.80864386166873,68.8749747886092,55.1615720524
385,K20_incid,10,16,68.6031654335888,70.97025806551973,54.7691099476
386,K20_incid,10,17,69.30031578192104,69.57269255365966,57.7340031729
387,K20_incid,10,18,70.61409599649427,71.90684634521068,54.5913654618
388,K20_incid,10,19,68.12959814927316,68.32657845223964,56.6856516977
389,K20_incid,11,2,67.00456238902497,69.33731244830915,55.5816186557
390,K20_incid,11,5,68.09507254897134,70.61908798374797,55.303552492
391,K20_incid,11,7,67.94478099364181,69.04059094060128,53.8945938604
392,K20_incid,11,9,70.95999882057536,71.51094951369106,55.0379206429
393,K20_incid,11,10,66.6496753146465,68.15648244136999,54.723063973100004
394,K20_incid,11,11,67.33507153253626,69.05102196741568,54.415296052600006
395,K20_incid,11,16,68.88223135261484,70.36005904982787,54.741256902399996
396,K20_incid,11,17,65.53881427655966,68.39638404317735,55.0753483082
397,K20_incid,11,18,69.24038738688404,69.49213207529282,54.827065678000004
